ID;Year_of_Birth;Education_Level;Marital_Status;Annual_Salary;Children_at_Home;Teens_at_Home;Registration_Date;Days_Since_Last_Purchase;Electronics_Spending;Toy_Spending;Furniture_Spending;Utilities_Spending;Food_Spending;Clothing_Spending;Number_of_Discount_Purchases;Number_of_Web_Purchases;Number_of_Catalog_Purchases;Number_of_Store_Purchases;Number_of_Website_Visits_per_Month;Campaign_1_Purchase;Campaign_2_Purchase;Campaign_3_Purchase;Campaign_4_Purchase;Campaign_5_Purchase;Purchased;Country
8737;1978;College Degree;Divorced;55563;0;1;4/5/18;22;29;1;9;2;0;2;1;2;0;3;3;0;0;0;0;0;0;United States
6466;1965;Doctorate;Single;57236;1;1;3/11/18;22;105;0;9;2;1;4;3;2;1;4;3;0;0;0;0;0;0;United States
10430;1973;College Degree;Divorced;89694;1;1;10/9/20;22;1126;28;211;37;28;42;3;4;3;4;5;0;1;1;1;0;0;Brazil
8773;1971;Master's Degree;Married;57420;0;1;6/4/23;22;280;0;18;0;0;24;3;5;1;6;7;0;1;0;0;0;0;Portugal
2371;1972;College Degree;Single;33622;1;1;4/7/23;22;39;1;22;3;4;12;3;2;0;4;7;0;0;0;0;0;0;Germany
7786;1986;Doctorate;Single;29999;1;0;2/7/23;22;68;7;59;10;5;11;4;3;1;4;8;0;0;0;0;0;0;United States
4088;1962;Doctorate;Married;31497;0;1;12/6/19;22;108;1;28;13;1;4;2;3;1;4;8;0;0;0;0;0;0;United States
4971;1962;Doctorate;Married;31497;0;1;12/6/19;22;108;1;28;13;1;4;2;3;1;4;8;0;0;0;0;0;0;Spain
10560;1980;Doctorate;Single;36802;1;0;6/3/21;23;16;1;2;0;0;1;1;1;0;3;5;0;0;0;0;0;0;United States
6892;1968;College Degree;Divorced;61671;0;1;6/3/18;23;641;7;56;0;0;28;8;10;4;6;8;0;1;0;1;0;0;United States
11004;1893;High School;Single;60182;0;1;5/2/21;23;8;0;5;7;0;2;1;1;0;2;4;0;0;0;0;0;0;Spain
1818;1971;Doctorate;Married;29732;1;0;3/4/21;23;25;0;8;0;1;4;1;2;0;2;9;0;0;0;0;0;0;Chile
9485;1986;Doctorate;Single;45921;0;0;3/10/18;23;102;9;49;24;3;12;1;2;1;6;4;0;0;0;0;0;0;Spain
6646;1984;College Degree;Married;16529;1;0;3/1/18;23;3;0;5;13;0;1;1;1;0;3;6;0;0;0;0;0;0;Chile
4248;1960;Master's Degree;Single;98777;0;0;2/2/21;23;1000;19;711;125;115;38;0;4;6;9;1;0;1;0;0;0;0;United States
7451;1960;Master's Degree;Single;98777;0;0;2/2/21;23;1000;19;711;125;115;38;0;4;6;9;1;0;1;0;0;0;0;United States
7861;1952;Master's Degree;Single;77027;0;1;2/5/18;23;820;57;242;45;0;11;2;8;3;6;4;0;0;0;0;0;0;United States
5232;1965;College Degree;Single;69139;0;1;1/3/21;23;86;12;75;33;15;6;1;4;1;5;4;0;0;0;0;0;0;United States
3011;1965;College Degree;Single;69139;0;1;1/3/21;23;86;12;75;33;15;6;1;4;1;5;4;0;0;0;0;0;0;Spain
5758;1982;College Degree;Single;65169;0;0;1/2/21;23;1074;0;69;0;0;46;1;10;4;13;6;1;0;1;1;1;1;United States
2173;1952;College Degree;Divorced;40049;0;1;10/1/23;23;13;6;7;0;3;3;1;1;0;3;6;0;0;0;0;0;0;United States
10711;1945;College Degree;Single;69755;0;0;10/2/20;23;217;77;373;111;23;93;1;3;6;12;1;0;0;0;0;0;0;Spain
8268;1961;Doctorate;Single;;0;1;7/11/20;23;352;0;27;10;0;15;3;6;1;7;6;0;0;0;0;0;0;Chile
2782;1961;Doctorate;Single;54456;0;1;7/11/20;23;352;0;27;10;0;15;3;6;1;7;6;0;0;0;0;0;0;United States
9432;1977;College Degree;Married;666666;1;0;6/2/20;23;9;14;18;8;1;12;4;3;1;3;6;0;0;0;0;0;0;Spain
5872;1951;College Degree;Single;60689;0;1;6/1/20;23;240;90;216;63;6;24;4;4;4;10;3;0;0;0;0;0;0;Portugal
11187;1978;Elementary School;Single;26487;1;0;5/5/22;23;2;8;10;12;14;23;3;2;1;3;5;0;0;0;0;0;0;Chile
2428;1970;College Degree;Single;28164;1;0;5/4/20;23;3;18;26;11;8;12;3;2;0;4;7;0;0;0;0;0;0;Germany
1726;1970;College Degree;Single;22585;0;0;3/5/22;23;3;9;15;13;2;39;1;1;1;2;9;1;0;0;0;0;1;United States
1802;1971;College Degree;Single;64795;0;1;1/2/23;23;412;5;119;38;29;77;3;3;3;12;2;0;0;0;0;0;0;United States
1162;1987;Doctorate;Single;42000;0;0;1/10/20;23;124;83;267;85;59;35;2;5;2;11;5;0;0;0;0;0;1;United States
10643;1987;Doctorate;Single;42000;0;0;1/10/20;23;124;83;267;85;59;35;2;5;2;11;5;0;0;0;0;0;1;Brazil
11112;1966;College Degree;Married;70713;0;1;12/3/19;23;736;114;279;82;76;190;6;5;6;8;3;0;0;0;0;0;0;United States
2114;1946;Doctorate;Single;82800;0;0;11/4/22;23;1006;22;115;59;68;45;1;7;6;12;3;0;0;1;1;0;1;Portugal
4261;1946;Doctorate;Single;82800;0;0;11/4/22;23;1006;22;115;59;68;45;1;7;6;12;3;0;0;1;1;0;1;Spain
2457;1975;Elementary School;Single;30801;0;1;10/3/22;23;8;4;5;15;2;11;2;1;0;3;7;0;0;0;0;0;0;United States
2495;1974;Master's Degree;Single;83891;0;1;6/4/22;24;217;38;350;111;85;15;1;4;7;10;1;0;0;0;0;0;0;United States
6983;1950;Master's Degree;Divorced;38054;1;1;5/1/18;24;23;2;17;2;1;0;2;2;0;3;7;0;0;0;0;0;0;Argentina
3436;1969;College Degree;Single;14045;1;0;1/3/21;24;11;0;5;2;1;1;1;1;0;3;7;0;0;0;0;0;0;United States
7505;1957;Doctorate;Single;44155;1;1;1/4/21;24;22;1;9;0;0;14;1;1;1;2;4;0;0;0;0;0;0;United States
4286;1970;Doctorate;Single;57642;0;1;1/9/18;24;580;6;58;8;0;27;3;7;6;6;4;1;0;0;0;0;0;Argentina
7224;1977;College Degree;Single;31353;1;1;12/7/23;24;10;0;10;3;1;7;2;1;1;2;8;0;0;0;0;0;0;Argentina
6215;1977;College Degree;Single;31353;1;1;12/7/23;24;10;0;10;3;1;7;2;1;1;2;8;0;0;0;0;0;1;Spain
968;1968;Master's Degree;Divorced;41335;1;0;12/3/23;24;112;19;21;16;14;5;3;4;1;4;7;0;0;0;0;0;0;Brazil
4096;1968;Master's Degree;Divorced;41335;1;0;12/3/23;24;112;19;21;16;14;5;3;4;1;4;7;0;0;0;0;0;0;Portugal
3153;1957;Doctorate;Single;40737;2;1;12/8/20;24;11;0;4;0;0;2;1;1;0;2;8;0;0;0;0;0;0;Spain
6504;1975;High School;Married;19789;1;0;11/5/22;24;2;5;9;28;6;28;3;2;1;3;5;1;0;0;0;0;0;United States
5329;1949;Doctorate;Divorced;35946;1;1;9/3/23;24;8;0;3;0;0;0;1;0;0;3;5;0;0;0;0;0;0;Brazil
1175;1983;Master's Degree;Single;36262;0;0;9/5/22;24;88;39;54;64;28;153;1;3;5;3;6;1;0;0;0;0;1;United States
1377;1954;Master's Degree;Divorced;44551;0;1;8/8/23;24;182;4;33;0;0;66;2;4;1;5;7;0;0;0;0;0;0;Spain
4607;1959;College Degree;Married;71367;0;0;8/4/23;24;227;23;389;42;21;75;1;4;5;7;2;0;0;0;0;0;0;United States
4944;1959;College Degree;Married;71367;0;0;8/4/23;24;227;23;389;42;21;75;1;4;5;7;2;0;0;0;0;0;0;United States
9483;1959;College Degree;Married;57957;0;1;8/1/23;24;290;59;177;77;5;29;7;4;6;8;3;0;0;0;0;0;0;Chile
1378;1972;High School;Married;50334;0;1;7/1/23;24;284;16;160;84;16;134;6;7;4;6;6;0;0;0;0;0;0;Spain
5991;1949;Master's Degree;Single;48150;0;1;6/8/20;24;173;2;39;3;2;47;3;5;1;4;7;0;0;0;0;0;0;Germany
2807;1969;College Degree;Single;56796;0;1;2/1/23;24;656;38;161;62;47;37;3;8;9;7;7;0;0;0;0;0;0;United States
1052;1969;College Degree;Single;56796;0;1;2/1/23;24;656;38;161;62;47;37;3;8;9;7;7;0;0;0;0;0;0;Brazil
9760;1963;Doctorate;Divorced;52278;0;1;1/4/23;24;953;0;71;0;0;174;6;10;5;10;8;0;0;0;0;0;1;Spain
7101;1963;Doctorate;Divorced;52278;0;1;1/4/23;24;953;0;71;0;0;174;6;10;5;10;8;0;0;0;0;0;0;United States
9909;1996;High School;Single;7500;0;0;11/9/19;24;3;18;14;15;22;50;3;3;1;3;9;0;0;0;0;0;1;Brazil
5907;1952;Master's Degree;Single;33444;1;1;11/3/19;24;8;0;8;0;0;2;1;1;0;2;8;0;0;0;0;0;0;United States
793;1973;College Degree;Single;20895;1;0;10/6/19;24;18;3;17;3;0;4;1;2;0;3;9;0;0;0;0;0;0;Brazil
8832;1976;Master's Degree;Married;37509;1;0;9/11/19;24;37;5;56;12;8;5;2;3;0;4;7;0;0;0;0;0;0;Germany
2535;1978;Master's Degree;Single;88097;1;0;8/4/22;24;163;0;480;0;126;75;1;6;5;8;9;0;1;1;1;0;1;United States
1523;1973;College Degree;Single;59041;1;1;5/7/18;25;69;2;15;2;2;6;2;2;0;4;5;0;0;0;0;0;0;Spain
1839;1974;College Degree;Single;43322;0;0;4/4/21;25;56;7;48;10;2;18;1;3;0;4;7;0;0;0;0;0;0;Argentina
9972;1955;Doctorate;Married;46015;1;1;4/7/21;25;38;0;2;0;0;6;1;1;0;3;7;1;0;0;0;1;0;Spain
2945;1955;Doctorate;Married;46015;1;1;4/7/21;25;38;0;2;0;0;6;1;1;0;3;7;1;0;0;0;1;0;Chile
9291;1959;Master's Degree;Single;34242;0;1;3/4/21;25;8;2;4;0;0;1;1;0;0;3;5;0;0;0;0;0;0;United States
2829;1955;College Degree;Single;65210;0;1;3/10/18;25;626;0;70;0;7;28;2;9;3;8;6;0;1;0;1;0;0;Chile
8594;1958;Doctorate;Divorced;50520;0;1;1/3/21;25;112;0;6;2;1;14;2;3;1;3;6;0;0;0;0;0;0;United States
1592;1970;College Degree;Single;90765;0;0;1/4/21;25;547;99;812;151;82;33;0;4;6;5;1;0;0;1;1;0;0;Chile
4310;1944;College Degree;Single;80589;0;0;1/4/21;25;507;93;520;242;40;26;1;5;10;5;1;0;0;0;1;0;1;Brazil
6950;1958;Master's Degree;Single;49572;1;1;12/3/23;25;35;1;16;0;1;1;2;2;0;3;7;0;0;0;0;0;0;Chile
8492;1978;College Degree;Married;75437;0;0;11/9/20;25;795;0;545;95;58;0;1;8;4;10;6;0;0;0;1;0;0;United States
5684;1971;Master's Degree;Divorced;44635;1;1;10/11/20;25;56;0;9;0;0;3;2;2;0;3;7;0;0;0;0;0;0;United States
5909;1964;College Degree;Single;58512;0;1;9/1/23;25;895;10;101;13;0;152;5;3;4;8;8;0;0;0;0;0;0;Germany
9855;1952;Doctorate;Single;62000;0;1;8/4/23;25;899;0;101;0;0;20;1;6;6;13;4;0;0;0;1;0;0;United States
975;1956;College Degree;Single;54252;1;1;5/1/23;25;178;4;26;8;4;44;5;4;1;5;6;0;0;0;0;0;0;Brazil
8754;1974;Doctorate;Married;45068;0;1;5/1/23;25;14;0;3;0;0;3;1;1;0;2;7;0;0;0;0;0;0;United States
1456;1979;College Degree;Single;60474;0;1;4/1/20;25;265;199;303;234;9;170;7;10;2;12;7;0;0;0;0;0;0;Argentina
2849;1979;College Degree;Single;60474;0;1;4/1/20;25;265;199;303;234;9;170;7;10;2;12;7;0;0;0;0;0;0;Chile
9984;1981;High School;Single;56337;1;1;3/3/23;25;349;16;144;28;5;182;5;8;5;4;8;1;0;0;1;0;1;United States
5527;1987;College Degree;Married;22434;1;0;2/7/23;25;4;12;11;3;13;15;2;2;0;3;8;0;0;0;0;0;0;United States
5628;1982;College Degree;Married;61416;0;0;2/8/20;25;848;154;323;201;61;78;1;10;3;10;6;1;0;0;0;0;0;Portugal
7627;1975;Master's Degree;Single;92163;0;0;12/4/19;25;817;183;797;106;163;20;0;5;11;5;2;0;0;1;1;0;1;United States
1351;1956;Master's Degree;Married;58656;0;1;9/4/22;25;962;12;194;16;24;12;4;7;8;13;6;0;0;1;0;0;0;United States
10629;1973;High School;Single;;1;0;9/2/22;25;25;3;43;17;4;17;3;3;0;3;8;0;0;0;0;0;0;Germany
10395;1986;Elementary School;Single;8940;1;0;8/4/22;25;1;45;3;4;6;42;3;3;1;3;8;0;0;0;0;0;0;United States
6961;1974;College Degree;Single;26751;2;0;5/4/21;26;1;1;5;0;3;1;1;1;0;2;8;0;0;0;0;0;0;United States
10196;1978;College Degree;Single;71427;2;0;3/11/20;26;212;123;177;15;64;23;2;8;2;8;4;0;0;0;0;0;0;Portugal
6182;1984;College Degree;Married;26646;1;0;2/10/18;26;11;4;20;10;3;5;2;2;0;4;6;0;0;0;0;0;0;Portugal
10432;1974;College Degree;Divorced;19346;1;0;1/2/21;26;2;0;9;3;6;2;1;1;0;3;8;0;0;0;0;0;0;Chile
1542;1975;College Degree;Single;56243;1;2;12/2/23;26;347;0;35;4;3;7;6;4;2;8;5;0;0;0;0;0;0;Portugal
4220;1970;Doctorate;Single;59892;0;1;11/2/20;26;73;0;13;0;1;0;1;2;1;3;3;0;0;0;0;0;0;Chile
4141;1965;College Degree;Married;71613;0;0;8/1/23;26;426;49;127;111;21;42;1;8;2;10;4;0;0;0;0;0;0;Portugal
1940;1986;College Degree;Single;25252;1;0;7/11/20;26;1;3;4;2;2;6;1;1;0;2;8;0;0;0;0;0;0;Brazil
1506;1975;College Degree;Single;42160;1;1;6/1/23;26;48;9;45;3;15;20;4;2;1;4;6;0;0;0;0;0;1;United States
6347;1979;Elementary School;Single;15862;1;0;6/3/23;26;1;1;4;11;9;10;1;1;0;3;8;0;0;0;0;0;0;United States
1361;1974;Master's Degree;Single;82584;0;0;6/4/20;26;1076;68;103;29;91;68;1;3;4;8;1;0;1;1;0;0;1;United States
9422;1989;College Degree;Single;38360;1;0;5/8/23;26;36;2;42;20;21;10;2;2;1;4;3;0;0;0;0;0;0;Brazil
1081;1957;Doctorate;Single;75283;1;2;3/3/23;26;733;9;180;12;19;66;11;6;3;5;4;0;0;0;0;0;0;Spain
7458;1956;Master's Degree;Married;34941;1;1;3/6/20;26;39;2;25;4;3;24;2;3;0;3;8;0;0;0;0;0;0;Brazil
1012;1952;College Degree;Single;61823;0;1;2/5/22;26;523;7;134;37;14;169;4;8;2;10;7;0;0;0;0;0;0;Brazil
5453;1956;Master's Degree;Single;90226;0;0;9/3/22;26;1083;108;649;253;151;108;1;4;7;12;2;0;0;0;1;0;0;Spain
6818;1974;College Degree;Single;44989;0;1;9/11/19;26;98;0;106;49;10;106;5;5;1;5;6;0;0;0;0;0;0;United States
7807;1974;College Degree;Single;44989;0;1;9/12/18;26;98;0;106;49;10;106;5;5;1;5;6;0;0;0;0;0;0;United States
7532;1980;College Degree;Single;43586;0;1;8/2/22;26;99;2;11;4;0;16;3;3;0;4;8;0;0;0;0;0;0;Germany
8346;1974;College Degree;Single;32233;1;0;8/4/22;26;138;15;35;25;11;72;2;6;2;2;9;1;0;0;0;0;1;United States
5564;1969;College Degree;Married;62882;0;1;8/9/19;26;509;133;497;78;24;97;2;7;5;6;4;0;0;0;0;0;0;Brazil
3267;1963;Master's Degree;Married;57288;0;1;6/4/21;27;527;0;21;0;0;60;3;8;1;8;6;0;1;0;0;0;0;Chile
3091;1981;High School;Married;75774;1;0;5/2/18;27;340;21;134;258;14;56;1;7;5;8;4;0;0;0;0;0;0;Spain
762;1981;High School;Married;75774;1;0;5/2/18;27;340;21;134;258;14;56;1;7;5;8;4;0;0;0;0;0;0;United States
8029;1988;Master's Degree;Single;90247;0;0;4/7/21;27;1184;32;352;21;16;16;1;3;4;7;1;0;1;1;1;0;1;Portugal
4376;1960;High School;Single;32218;0;0;2/3/21;27;10;24;15;13;1;30;1;2;1;3;7;1;0;0;0;0;1;United States
10981;1988;College Degree;Single;84219;0;0;2/2/18;27;434;137;400;45;137;45;1;3;4;10;1;0;0;0;0;0;0;Spain
486;1988;College Degree;Single;84219;0;0;2/2/18;27;434;137;400;45;137;45;1;3;4;10;1;0;0;0;0;0;0;Chile
1158;1966;College Degree;Divorced;48877;0;1;1/5/18;27;102;1;15;2;0;24;1;3;0;4;7;0;0;0;0;0;0;United States
9119;1950;College Degree;Married;60905;0;1;12/5/20;27;208;17;76;36;17;38;2;3;3;7;2;0;0;0;0;0;0;Portugal
6694;1964;College Degree;Single;75236;0;1;11/4/23;27;438;66;400;12;38;114;1;8;3;13;4;0;0;0;0;0;0;United States
10573;1953;College Degree;Divorced;62551;0;0;11/5/22;27;125;16;98;134;21;27;1;6;7;4;3;1;0;0;0;0;0;Argentina
10140;1983;Doctorate;Married;70123;0;0;9/1/23;27;1308;0;396;23;0;0;1;5;7;4;3;0;1;0;0;1;0;Argentina
2286;1962;College Degree;Single;50785;1;1;9/10/20;27;64;1;21;0;1;27;2;2;1;3;6;0;0;0;0;0;0;Chile
8420;1970;High School;Single;15315;0;0;8/3/20;27;7;4;13;15;8;17;2;2;0;4;5;0;0;0;0;0;0;United States
10065;1970;High School;Single;15315;0;0;8/3/20;27;7;4;13;15;8;17;2;2;0;4;5;0;0;0;0;0;0;United States
1029;1970;Doctorate;Married;64413;0;1;8/1/20;27;200;5;44;0;10;20;1;5;1;5;5;0;0;0;0;0;0;United States
4207;1981;Doctorate;Single;87171;0;0;5/1/20;27;1001;44;107;58;44;44;1;6;7;11;2;1;0;1;0;0;0;United States
10277;1961;College Degree;Single;30081;0;1;2/1/23;27;36;0;2;0;0;4;1;1;0;3;7;0;0;0;0;0;0;United States
4436;1976;College Degree;Single;20180;0;0;2/5/22;27;18;42;24;15;20;18;1;2;1;4;7;0;0;0;0;0;0;United States
2929;1976;College Degree;Single;20180;0;0;2/5/22;27;18;42;24;15;20;18;1;2;1;4;7;0;0;0;0;0;0;United States
6281;1966;College Degree;Divorced;55686;0;1;2/2/23;27;673;0;199;37;47;26;2;6;3;5;4;1;0;0;0;0;0;United States
10390;1959;High School;Single;26887;0;1;2/10/20;27;6;7;4;3;4;6;1;1;0;3;6;0;0;0;0;0;0;United States
2574;1977;Doctorate;Single;61996;0;1;1/8/23;27;1050;12;144;0;0;24;3;6;4;8;5;0;1;0;1;1;1;United States
709;1952;College Degree;Divorced;51537;0;1;12/9/19;27;787;20;204;0;0;92;3;2;2;11;8;0;0;0;0;0;0;Spain
5955;1962;College Degree;Married;72025;0;0;11/2/22;27;833;33;549;151;133;233;1;4;3;8;3;0;0;0;0;0;0;United States
8486;1971;Master's Degree;Married;30538;1;0;10/1/19;27;284;0;52;8;3;20;4;9;0;4;10;0;0;0;0;0;0;United States
10343;1991;High School;Single;61618;0;0;9/9/22;27;605;91;399;0;45;205;2;3;6;8;3;0;0;0;0;0;0;Argentina
6652;1965;College Degree;Single;77343;0;0;6/9/18;28;227;151;573;98;54;31;1;3;4;9;1;0;0;0;0;0;0;Chile
8746;1989;College Degree;Single;75433;1;0;4/5/18;28;800;0;297;0;34;57;2;2;5;10;6;0;1;0;1;0;0;United States
4686;1962;Doctorate;Divorced;82571;0;0;4/2/18;28;861;31;558;62;95;79;0;6;5;13;2;0;0;1;0;0;0;United States
3551;1954;Master's Degree;Married;60033;0;1;3/7/21;28;62;1;57;19;11;48;2;2;1;5;2;0;0;0;0;0;0;United States
4338;1983;College Degree;Single;39062;1;0;3/4/21;28;23;0;9;0;0;12;1;1;0;3;4;1;0;0;0;0;0;United States
4444;1972;College Degree;Single;30023;1;0;3/4/21;28;11;0;16;7;6;21;1;2;0;3;8;0;0;0;0;0;0;United States
498;1970;College Degree;Single;30015;1;0;2/2/18;28;25;0;22;2;3;5;2;1;0;4;5;0;0;0;0;0;0;United States
8230;1980;College Degree;Single;33228;1;0;1/4/21;28;22;2;31;7;4;5;1;2;0;3;7;0;0;0;0;0;0;United States
2826;1967;College Degree;Single;22574;2;1;10/1/23;28;25;0;8;2;0;2;2;2;0;3;7;0;0;0;0;0;0;United States
6222;1967;College Degree;Single;22574;2;1;10/1/23;28;25;0;8;2;0;2;2;2;0;3;7;0;0;0;0;0;0;United States
7352;1957;College Degree;Single;55267;0;1;10/1/23;28;161;28;136;32;3;45;4;3;4;6;3;0;0;0;0;0;0;Chile
10928;1958;College Degree;Married;66886;0;1;9/1/23;28;315;4;62;41;31;146;2;7;1;7;5;0;0;0;0;0;0;United States
10736;1971;College Degree;Single;72258;0;1;9/11/20;28;522;0;522;227;120;134;2;6;9;5;2;0;0;0;0;0;0;Chile
10163;1984;Doctorate;Single;82733;0;0;9/10/20;28;712;50;420;65;38;38;1;8;4;7;4;0;0;0;0;0;1;United States
6168;1963;College Degree;Divorced;45146;1;1;7/3/23;28;33;0;5;0;0;15;2;1;1;2;4;0;0;0;0;0;0;Argentina
4656;1990;High School;Single;51250;1;0;3/2/23;28;342;32;230;34;32;40;5;10;5;4;9;1;0;0;0;0;0;Spain
626;1951;College Degree;Single;32871;1;1;3/9/20;28;22;2;12;0;2;5;1;1;0;3;4;0;0;0;0;0;0;Portugal
3870;1978;High School;Married;63855;0;0;2/9/20;28;359;35;314;93;116;89;1;7;3;13;4;0;0;0;0;0;0;Germany
6299;1968;Doctorate;Divorced;42564;0;1;1/2/20;28;324;48;186;39;18;198;6;6;8;4;7;1;0;0;0;0;1;Chile
7798;1972;High School;Married;46344;0;1;12/2/22;28;233;20;57;8;20;91;4;7;1;5;7;0;0;0;0;0;0;Chile
9973;1963;College Degree;Single;50437;0;2;10/2/22;28;370;9;92;6;9;4;3;7;1;8;7;0;0;0;0;0;0;United States
4299;1960;College Degree;Married;70971;0;1;9/4/22;28;1001;17;572;93;125;17;7;11;11;5;7;0;0;0;0;0;1;United States
10971;1977;College Degree;Single;37774;2;0;9/3/19;28;173;8;107;7;2;176;4;7;2;3;9;1;0;0;0;0;1;United States
9931;1963;Doctorate;Single;4023;1;1;6/4/21;29;5;0;1;1;1;1;15;0;0;0;19;0;0;0;0;0;0;United States
6679;1966;College Degree;Single;33279;0;0;6/11/20;29;10;3;3;0;0;0;1;0;0;3;3;0;0;0;0;0;0;United States
5961;1978;College Degree;Single;42693;1;0;6/7/18;29;8;4;20;6;3;16;1;1;0;3;5;0;0;0;0;0;0;United States
6255;1952;Master's Degree;Married;70545;0;1;6/3/18;29;138;39;63;55;18;21;1;4;1;7;2;0;0;0;0;0;0;Brazil
8614;1957;College Degree;Divorced;65486;0;1;5/11/20;29;245;19;125;37;67;14;1;4;2;10;2;0;0;0;0;0;0;Brazil
7828;1981;Master's Degree;Married;77882;0;0;4/2/21;29;68;129;396;188;22;15;1;3;3;5;1;0;0;0;0;0;0;Spain
1277;1960;College Degree;Married;78468;0;0;4/9/18;29;434;22;388;104;22;34;1;10;7;10;4;0;0;0;1;0;0;Portugal
3595;1963;College Degree;Married;77226;0;1;2/3/21;29;631;43;239;128;76;21;2;6;8;12;3;0;0;0;0;0;0;United States
5735;1991;Master's Degree;Single;90638;0;0;2/7/21;29;1156;120;915;94;144;96;1;3;4;10;1;0;0;1;0;0;0;United States
5350;1991;Master's Degree;Single;90638;0;0;2/7/21;29;1156;120;915;94;144;96;1;3;4;10;1;0;0;1;0;0;1;Spain
4137;1948;College Degree;Married;70666;0;0;12/6/20;29;398;40;367;119;122;30;1;7;4;4;4;0;0;0;0;0;0;Brazil
6357;1959;High School;Divorced;59052;0;1;11/2/23;29;230;35;75;63;57;31;3;7;1;7;5;0;0;0;0;0;0;Spain
9316;1952;Elementary School;Married;13084;0;0;11/2/20;29;2;0;7;3;7;10;1;1;0;3;6;0;0;0;0;0;0;Portugal
3578;1949;College Degree;Divorced;49160;0;1;10/5/22;29;122;21;43;25;10;15;2;3;1;6;6;0;0;0;0;0;0;United States
153;1953;College Degree;Divorced;23272;0;0;10/2/23;29;19;3;6;4;2;12;1;1;0;3;4;0;0;0;0;0;0;United States
10524;1963;Master's Degree;Divorced;49476;0;1;6/5/22;29;386;23;95;54;41;196;4;2;11;5;2;0;0;0;0;0;0;Chile
1518;1965;Master's Degree;Single;62694;1;1;6/2/23;29;379;6;157;25;91;91;5;9;3;7;7;0;0;0;0;0;0;United States
2036;1973;Doctorate;Married;57906;0;1;6/11/20;29;243;11;119;10;3;15;3;4;2;8;4;0;0;0;0;0;0;Argentina
9495;1982;College Degree;Married;71853;0;0;5/8/20;29;358;108;413;141;97;32;1;2;8;6;1;0;0;0;0;0;0;United States
2631;1982;College Degree;Married;71853;0;0;5/8/20;29;358;108;413;141;97;32;1;2;8;6;1;0;0;0;0;0;0;United States
6312;1959;College Degree;Single;65031;0;1;3/2/23;29;258;107;291;84;37;86;4;10;3;13;7;0;0;0;0;0;0;Germany
615;1960;College Degree;Married;30507;0;0;3/11/20;29;65;36;74;38;20;110;1;5;1;4;7;0;0;0;0;0;0;United States
4406;1970;College Degree;Married;67419;0;1;1/1/23;29;846;84;352;91;56;42;4;9;4;8;5;0;0;0;0;0;0;Chile
10061;1950;College Degree;Single;59462;0;1;1/5/20;29;724;17;143;0;8;196;2;9;2;12;7;0;0;0;0;0;0;Portugal
10619;1994;College Degree;Single;95529;0;0;12/3/19;29;770;29;890;250;27;24;1;7;3;7;3;0;0;1;0;0;1;Spain
4945;1953;College Degree;Divorced;53653;0;0;11/7/19;29;815;10;239;28;10;108;2;10;4;12;6;0;0;0;0;0;0;United States
1777;1980;Elementary School;Single;25965;0;0;9/7/19;29;2;2;11;41;7;11;1;2;0;3;8;0;0;0;0;0;0;United States
4023;1970;College Degree;Single;22979;1;0;9/6/19;29;16;17;19;20;21;22;3;3;2;2;8;0;0;0;0;0;1;United States
7922;1951;Doctorate;Single;64950;0;1;8/11/18;29;819;0;72;12;0;63;2;11;2;10;7;0;1;0;0;0;0;Spain
10699;1985;College Degree;Single;44322;1;0;6/3/21;30;46;0;40;3;0;3;2;3;0;3;8;0;0;0;0;0;0;Spain
7516;1983;College Degree;Single;30096;1;0;5/4/21;30;5;3;11;12;5;9;1;2;0;3;6;0;0;0;0;0;0;Germany
3129;1983;College Degree;Single;30096;1;0;5/4/21;30;5;3;11;12;5;9;1;2;0;3;6;0;0;0;0;0;0;United States
5121;1977;College Degree;Single;56628;0;1;3/4/21;30;479;5;82;7;17;171;2;7;6;5;5;1;0;0;0;0;0;Chile
2186;1977;High School;Married;82326;0;0;3/10/18;30;938;142;754;159;81;183;1;5;10;6;2;0;1;1;1;0;1;United States
10548;1995;College Degree;Single;71163;0;0;3/9/18;30;283;17;372;138;106;44;1;3;8;12;1;0;0;0;0;0;0;Germany
6384;1978;College Degree;Divorced;71022;0;1;2/11/18;30;909;12;278;0;12;242;3;5;2;11;8;1;0;0;0;0;0;Portugal
2625;1954;High School;Single;42607;0;1;11/2/23;30;156;29;56;30;32;47;2;3;2;7;3;0;0;0;0;0;0;Spain
1676;1975;College Degree;Single;43057;0;1;10/2/23;30;213;2;44;0;2;5;4;4;2;5;5;0;0;0;0;0;0;United States
5534;1975;Master's Degree;Single;47808;0;1;10/5/22;30;123;1;26;2;0;72;2;3;2;3;7;1;0;0;0;0;0;United States
6859;1987;College Degree;Single;29236;1;0;10/8/20;30;37;4;24;16;9;9;2;4;0;3;9;0;0;0;0;0;0;United States
271;1969;College Degree;Divorced;40590;1;1;10/2/20;30;154;0;50;6;11;37;5;3;4;3;6;1;0;0;0;0;0;Chile
7699;1969;College Degree;Divorced;40590;1;1;10/2/20;30;154;0;50;6;11;37;5;3;4;3;6;1;0;0;0;0;0;Chile
7832;1959;Master's Degree;Single;77520;0;1;8/1/23;30;940;44;396;0;88;58;1;8;7;7;4;1;0;1;1;0;1;United States
